formulation,seed,model,true_label,predicted_label,count
multiclass_5class_0_1_2_3_4,21,ExtraTrees_balanced,1,2,6
multiclass_5class_0_1_2_3_4,21,ExtraTrees_balanced,1,3,5
multiclass_5class_0_1_2_3_4,21,ExtraTrees_balanced,1,4,0
multiclass_5class_0_1_2_3_4,21,ExtraTrees_balanced,2,0,1
multiclass_5class_0_1_2_3_4,21,ExtraTrees_balanced,2,1,10
multiclass_5class_0_1_2_3_4,21,ExtraTrees_balanced,2,2,7
multiclass_5class_0_1_2_3_4,21,ExtraTrees_balanced,2,3,2
multiclass_5class_0_1_2_3_4,21,ExtraTrees_balanced,2,4,2
multiclass_5class_0_1_2_3_4,21,ExtraTrees_balanced,3,0,5
multiclass_5class_0_1_2_3_4,21,ExtraTrees_balanced,3,1,3
multiclass_5class_0_1_2_3_4,21,ExtraTrees_balanced,3,2,6
multiclass_5class_0_1_2_3_4,21,ExtraTrees_balanced,3,3,5
multiclass_5class_0_1_2_3_4,21,ExtraTrees_balanced,3,4,2
multiclass_5class_0_1_2_3_4,21,ExtraTrees_balanced,4,0,0
multiclass_5class_0_1_2_3_4,21,ExtraTrees_balanced,4,1,0
multiclass_5class_0_1_2_3_4,21,ExtraTrees_balanced,4,2,2
multiclass_5class_0_1_2_3_4,21,ExtraTrees_balanced,4,3,3
multiclass_5class_0_1_2_3_4,21,ExtraTrees_balanced,4,4,1
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,0,0,69
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,0,1,11
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,0,2,0
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,0,3,1
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,0,4,1
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,1,0,24
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,1,1,24
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,1,2,4
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,1,3,1
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,1,4,0
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,2,0,1
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,2,1,14
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,2,2,3
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,2,3,4
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,2,4,0
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,3,0,6
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,3,1,5
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,3,2,3
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,3,3,5
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,3,4,2
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,4,0,0
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,4,1,5
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,4,2,0
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,4,3,1
multiclass_5class_0_1_2_3_4,21,XGBoost_fixed,4,4,0
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,0,0,66
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,0,1,10
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,0,2,2
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,0,3,3
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,0,4,1
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,1,0,20
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,1,1,25
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,1,2,5
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,1,3,3
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,1,4,0
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,2,0,1
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,2,1,14
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,2,2,4
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,2,3,3
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,2,4,0
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,3,0,5
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,3,1,6
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,3,2,4
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,3,3,3
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,3,4,3
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,4,0,0
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,4,1,3
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,4,2,0
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,4,3,3
multiclass_5class_0_1_2_3_4,21,LightGBM_fixed,4,4,0
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,0,0,61
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,0,1,15
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,0,2,3
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,0,3,1
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,0,4,2
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,1,0,11
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,1,1,23
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,1,2,9
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,1,3,9
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,1,4,1
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,2,0,3
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,2,1,2
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,2,2,8
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,2,3,3
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,2,4,6
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,3,0,3
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,3,1,4
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,3,2,3
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,3,3,5
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,3,4,6
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,4,0,1
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,4,1,0
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,4,2,1
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,4,3,1
multiclass_5class_0_1_2_3_4,84,LogisticRegression_balanced,4,4,3
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,0,0,64
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,0,1,16
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,0,2,1
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,0,3,1
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,0,4,0
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,1,0,15
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,1,1,26
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,1,2,6
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,1,3,5
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,1,4,1
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,2,0,3
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,2,1,8
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,2,2,5
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,2,3,5
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,2,4,1
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,3,0,3
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,3,1,6
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,3,2,5
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,3,3,6
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,3,4,1
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,4,0,1
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,4,1,0
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,4,2,3
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,4,3,1
multiclass_5class_0_1_2_3_4,84,RandomForest_balanced,4,4,1
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,0,0,65
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,0,1,14
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,0,2,2
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,0,3,0
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,0,4,1
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,1,0,13
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,1,1,21
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,1,2,10
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,1,3,7
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,1,4,2
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,2,0,3
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,2,1,5
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,2,2,6
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,2,3,6
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,2,4,2
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,3,0,3
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,3,1,7
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,3,2,7
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,3,3,3
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,3,4,1
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,4,0,1
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,4,1,0
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,4,2,3
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,4,3,1
multiclass_5class_0_1_2_3_4,84,ExtraTrees_balanced,4,4,1
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,0,0,66
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,0,1,14
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,0,2,1
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,0,3,1
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,0,4,0
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,1,0,15
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,1,1,29
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,1,2,7
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,1,3,2
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,1,4,0
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,2,0,2
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,2,1,10
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,2,2,5
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,2,3,4
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,2,4,1
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,3,0,3
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,3,1,7
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,3,2,2
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,3,3,7
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,3,4,2
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,4,0,1
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,4,1,1
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,4,2,0
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,4,3,3
multiclass_5class_0_1_2_3_4,84,XGBoost_fixed,4,4,1
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,0,0,64
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,0,1,14
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,0,2,2
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,0,3,2
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,0,4,0
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,1,0,13
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,1,1,29
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,1,2,7
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,1,3,3
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,1,4,1
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,2,0,2
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,2,1,9
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,2,2,3
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,2,3,5
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,2,4,3
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,3,0,3
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,3,1,7
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,3,2,2
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,3,3,7
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,3,4,2
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,4,0,0
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,4,1,2
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,4,2,0
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,4,3,3
multiclass_5class_0_1_2_3_4,84,LightGBM_fixed,4,4,1
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,0,0,65
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,0,1,8
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,0,2,7
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,0,3,1
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,0,4,1
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,1,0,9
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,1,1,25
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,1,2,9
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,1,3,5
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,1,4,5
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,2,0,1
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,2,1,5
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,2,2,4
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,2,3,5
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,2,4,7
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,3,0,2
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,3,1,4
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,3,2,6
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,3,3,7
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,3,4,2
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,4,0,0
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,4,1,2
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,4,2,0
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,4,3,1
multiclass_5class_0_1_2_3_4,123,LogisticRegression_balanced,4,4,3
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,0,0,70
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,0,1,9
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,0,2,1
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,0,3,2
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,0,4,0
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,1,0,11
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,1,1,33
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,1,2,4
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,1,3,5
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,1,4,0
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,2,0,2
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,2,1,8
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,2,2,4
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,2,3,6
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,2,4,2
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,3,0,0
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,3,1,8
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,3,2,6
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,3,3,6
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,3,4,1
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,4,0,0
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,4,1,3
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,4,2,1
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,4,3,2
multiclass_5class_0_1_2_3_4,123,RandomForest_balanced,4,4,0
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,0,0,69
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,0,1,9
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,0,2,2
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,0,3,1
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,0,4,1
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,1,0,11
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,1,1,25
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,1,2,9
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,1,3,7
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,1,4,1
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,2,0,1
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,2,1,4
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,2,2,6
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,2,3,6
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,2,4,5
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,3,0,1
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,3,1,6
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,3,2,9
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,3,3,3
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,3,4,2
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,4,0,1
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,4,1,2
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,4,2,2
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,4,3,1
multiclass_5class_0_1_2_3_4,123,ExtraTrees_balanced,4,4,0
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,0,0,72
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,0,1,8
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,0,2,1
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,0,3,1
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,0,4,0
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,1,0,12
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,1,1,31
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,1,2,4
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,1,3,6
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,1,4,0
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,2,0,3
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,2,1,10
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,2,2,5
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,2,3,3
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,2,4,1
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,3,0,3
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,3,1,10
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,3,2,3
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,3,3,5
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,3,4,0
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,4,0,1
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,4,1,4
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,4,2,0
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,4,3,1
multiclass_5class_0_1_2_3_4,123,XGBoost_fixed,4,4,0
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,0,0,66
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,0,1,12
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,0,2,3
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,0,3,1
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,0,4,0
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,1,0,11
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,1,1,30
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,1,2,8
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,1,3,4
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,1,4,0
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,2,0,0
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,2,1,9
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,2,2,9
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,2,3,3
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,2,4,1
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,3,0,1
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,3,1,10
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,3,2,4
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,3,3,6
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,3,4,0
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,4,0,0
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,4,1,3
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,4,2,2
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,4,3,1
multiclass_5class_0_1_2_3_4,123,LightGBM_fixed,4,4,0
